India,Himachal Pradesh,Dharamsala,Summit Adventures,,Fortune Park Moksha,"Strawberry Hills, Satobari,   Near Dal Lake, McLeod Ganj,   Dharamsala Cantt",Dharamsala,176216,224 2424,,https://www.fortunehotels.in/mcleod-ganj-fortune-park-moksha.dh.27,,189,13,,H,
India,Karnataka,Badami,,,Krishna Heritage Hotel,"State Highway 14  Ramdurg Road,",Badami,587 201,21300,,,,83572,13,,WEB,
India,Karnataka,Badami,,,Krishna Heritage Hotel,"State Highway 14  Ramdurg Road,",Badami,587 201,21300,,,,83572,13,,H,
India,Karnataka,Badami,,,Krishna Heritage Hotel,"State Highway 14  Ramdurg Road,",Badami,587 201,21300,,,,83572,13,,ST,1
India,Karnataka,Badami,,,Krishna Heritage Hotel,"State Highway 14  Ramdurg Road,",Badami,587 201,21300,,,,83572,13,,RIK,
India,Gujarat,Ahmedabad,Indo West Tours,,Dodhia Haveli,"Next to Goshaiji Temple  Simandhar Swami Temple  Doshiwadi Ni Pole  Zaveriwad, Kalupur",Ahmedabad,380 001,,,,,,13,99789 10730,H,
India,Gujarat,Ahmedabad,Indo West Tours,,Deewanji ni Haveli,"Sankdi Sheri, Khadia",Ahmedabad,380 001,2214 0830831,,,,79,13,,H,
India,Gujarat,Ahmedabad,Indo West Tours,,Baghban Haveli,"Khijada Sheri  Opposite Jain Temple  Nichli Sheri Rd, Dhal Ni Pol  Austodia chakla, Raipur, Khadia",Ahmedabad,380 001,,,,,,13,99789 10730,H,
India,Rajasthan,Bikaner,,,Narendra Bhawan,Karni Nagar  Gandhi Colony  ,Bikaner,334 001,,reservation@narendrabhawan.com,www.narendrabhawan.com,,,13,78271 51151,H,
India,Rajasthan,Bikaner,,,Narendra Bhawan,Karni Nagar  Gandhi Colony  ,Bikaner,334 001,,reservation@narendrabhawan.com,www.narendrabhawan.com,,,13,78271 51151,COM,1
India,Rajasthan,Bikaner,,,Narendra Bhawan,Karni Nagar  Gandhi Colony  ,Bikaner,334 001,,reservation@narendrabhawan.com,www.narendrabhawan.com,,,13,78271 51151,RIK,
India,Rajasthan,Bikaner,,,Narendra Bhawan,Karni Nagar  Gandhi Colony  ,Bikaner,334 001,,reservation@narendrabhawan.com,www.narendrabhawan.com,,,13,78271 51151,WEB,
India,Rajasthan,Jaisalmer,,,Suryagarh,Kahala Phata  Sam Road,Jaisalmer,345 001,269269,reservation@suryagarh.com,www.suryagarh.com,,2992,13,,H,
India,Rajasthan,Jaisalmer,,,Suryagarh,Kahala Phata  Sam Road,Jaisalmer,345 001,269269,reservation@suryagarh.com,www.suryagarh.com,,2992,13,,SH,1
India,Rajasthan,Jaisalmer,,,Suryagarh,Kahala Phata  Sam Road,Jaisalmer,345 001,269269,reservation@suryagarh.com,www.suryagarh.com,,2992,13,,RIK,
India,Rajasthan,Jaisalmer,,,Suryagarh,Kahala Phata  Sam Road,Jaisalmer,345 001,269269,reservation@suryagarh.com,www.suryagarh.com,,2992,13,,WEB,
India,Rajasthan,Sawai Madhopur,,,Tiger Den Resort,Village: Khilchipur  Near Ranthambhore National Park  ,Sawai Madhopur,322 001,252070,info@tigerdenresort.com,www.tigerdenresort.com,,7462,13,78777 96669,H,
India,Rajasthan,Sawai Madhopur,,,Tiger Den Resort,Village: Khilchipur  Near Ranthambhore National Park  ,Sawai Madhopur,322 001,252070,info@tigerdenresort.com,www.tigerdenresort.com,,7462,13,78777 96669,COM,1
India,Rajasthan,Sawai Madhopur,,,Tiger Den Resort,Village: Khilchipur  Near Ranthambhore National Park  ,Sawai Madhopur,322 001,252070,info@tigerdenresort.com,www.tigerdenresort.com,,7462,13,78777 96669,RIK,
India,Rajasthan,Sawai Madhopur,,,Tiger Den Resort,Village: Khilchipur  Near Ranthambhore National Park  ,Sawai Madhopur,322 001,252070,info@tigerdenresort.com,www.tigerdenresort.com,,7462,13,78777 96669,WEB,
India,Maharashtra,Mumbai,,,Hotel Suba Palace,Near Gateway of India  Apollo Bunder  Colaba,Mumbai,400 039,"62516251,",info@hotelsubapalace.com,www.subahotels.com,,22,13,,H,
India,Maharashtra,Mumbai,,,Hotel Suba Palace,Near Gateway of India  Apollo Bunder  Colaba,Mumbai,400 039,"62516251,",info@hotelsubapalace.com,www.subahotels.com,,22,13,,RIK,
India,Maharashtra,Mumbai,,,Hotel Suba Palace,Near Gateway of India  Apollo Bunder  Colaba,Mumbai,400 039,"62516251,",info@hotelsubapalace.com,www.subahotels.com,,22,13,,COM,2
India,Maharashtra,Mumbai,,,Hotel Suba International,"211, Chakala Sahar Road  Andheri (E)",Mumbai,400 099,6707 6707,reservations@hotelsubainternational.com,www.subahotels.com,,22,13,,H,
India,Maharashtra,Mumbai,,,Hotel Suba International,"211, Chakala Sahar Road  Andheri (E)",Mumbai,400 099,6707 6707,reservations@hotelsubainternational.com,www.subahotels.com,,22,13,,COM,4
India,Maharashtra,Mumbai,,,Hotel Suba International,"211, Chakala Sahar Road  Andheri (E)",Mumbai,400 099,6707 6707,reservations@hotelsubainternational.com,www.subahotels.com,,22,13,,RIK,
India,Maharashtra,Mumbai,,,VITS Mumbai Hotel,Andheri Kurla Road  International Airport Zone  Andheri East,Mumbai,400 059,"2827 0707, 6151 7555",resvmumbai@khil.com,http://www.vitshotels.com/mumbai/,,22,13,,H,
India,Goa,Goa,,,Beach Street Eco Resort & Spa,Junaswada 59  Mandrem Beach  ,Goa,403 527,,beachstreetgoa@gmail.com,www.beachstreet.in,,,13,87664 03860,H,
India,Rajasthan,Bundi,,,Dev Niwas Palace,Maaji Sahib Ki Haveli  Opposite Purani Kotwali,Bundi,323 001,,mail@devniwas.com,http://jagatcollection.com/devniwas,,,13,"82333 45394, 98290 42128",H,
India,Goa,Goa,,,Agonda Beach Resort,Agonda Beach,Goa,403 702,,info@agondabeachresort.com,,Check for availability on: https://vilasaahuta.cloudbeds.com/#/?check_in=04/08/2018&check_out=5/8/2018&page=1  ,,13,,H,
India,Goa,Goa,,,Agonda White Sand,"(Near the cross), Dhawalkhazan  Agonda Beach",Goa,,,info@agondawhitesand.com,,Check for availability on: https://vilasaahuta.cloudbeds.com/#/?check_in=04/08/2018&check_out=5/8/2018&page=1,,13,,H,
India,Goa,Goa,,,Agonda Cottages,Agonda Beach,Goa,403 702,,info@agondacottages.com,,Check for availability on: https://vilasaahuta.cloudbeds.com/#/?check_in=04/08/2018&check_out=5/8/2018&page=1,,13,,H,
India,Goa,Goa,,,Cinnamon,Middle/Southern end of the beach road  Agonda,Goa,403 702,,info@cinnamonagonda.com,,Check for availability on: https://vilasaahuta.cloudbeds.com/#/?check_in=04/08/2018&check_out=5/8/2018&page=1,,13,,H,
India,Goa,Goa,,,Agonda Villas,Agonda Beach Road  Dhawalkhazan  Agonda,Goa,403 702,,info@agondavillas.com,,Check for availability on: https://vilasaahuta.cloudbeds.com/#/?check_in=04/08/2018&check_out=5/8/2018&page=1,,13,95270 65199,H,
India,Goa,Goa,,,The Cape Goa,Cabo De Rama  Canacona,Goa,403 702,,info@thecapegoa.com,,Check for availability on: https://vilasaahuta.cloudbeds.com/#/?check_in=04/08/2018&check_out=5/8/2018&page=1,,13,90758 43958,H,
India,Maharashtra,Mumbai,,,The Taj Mahal Tower,Apollo Bunder,Mumbai,400 001,6665 3366,itd.bom@tajhotels.com  Tmhresv.Bom@tajhotels.com,,,22,13,,H,
India,Maharashtra,Mumbai,,,The Taj Mahal Tower,Apollo Bunder,Mumbai,400 001,6665 3366,itd.bom@tajhotels.com  Tmhresv.Bom@tajhotels.com,,,22,13,,SH,1
India,Maharashtra,Mumbai,,,The Taj Mahal Tower,Apollo Bunder,Mumbai,400 001,6665 3366,itd.bom@tajhotels.com  Tmhresv.Bom@tajhotels.com,,,22,13,,WEB,
India,Karnataka,Nagarhole,Bison Wilderness Resorts Pvt Ltd,,The Bison,"Gundathur Village  Karapura - Kabini Road  Nisana Hobli, H.D. Kote  ",Nagarhole,571 114,,agentbookings@thebisonresort.com,http://thebisonresort.com,,,13,,H,
India,Karnataka,Nagarhole,Bison Wilderness Resorts Pvt Ltd,,The Bison,"Gundathur Village  Karapura - Kabini Road  Nisana Hobli, H.D. Kote  ",Nagarhole,571 114,,agentbookings@thebisonresort.com,http://thebisonresort.com,,,13,,COM,1
India,Karnataka,Nagarhole,Bison Wilderness Resorts Pvt Ltd,,The Bison,"Gundathur Village  Karapura - Kabini Road  Nisana Hobli, H.D. Kote  ",Nagarhole,571 114,,agentbookings@thebisonresort.com,http://thebisonresort.com,,,13,,WEB,
India,Pondicherry,Pondicherry,South Tourism,,The Richmond Puducherry,12 Labourdonnais Street  ,Pondicherry,605 001,234 6363,therichmond@theresidency.com,www.theresidency.com,,413,13,,H,
India,Karnataka,Bangalore,Travelzone,,"Lemon Tree Premier, Ulsoor Lake",2/1 St. John's Road,Bangalore,560 042,,,,,,13,,H,
India,Tamil Nadu,Mamallapuram,South Tourism,,Chariot Beach Resort,Five Rathas Road  Behind Five Rathas Monument,Mamallapuram,603 104,,,,,,13, +91 94449 92727,H,
India,Tamil Nadu,Mamallapuram,South Tourism,,Private Bungalow owned by Ideal Beach Resort,Chennai-Mahabalipuram Eastern Express Highway,Mamallapuram,,"27442240, 27442443",,,,44,13,,H,
India,Madhya Pradesh,Satpura,,,Forsyth Lodge,"Satpura National Park, No.14/1,  Village Bija Kheri  Sohagpur, Dist., Hoshangabad  Sohagpur",Satpura,461 771,,bookings@forsythlodge.com,https://forsythlodge.com/,,,13,,WEB,
India,Madhya Pradesh,Satpura,,,Forsyth Lodge,"Satpura National Park, No.14/1,  Village Bija Kheri  Sohagpur, Dist., Hoshangabad  Sohagpur",Satpura,461 771,,bookings@forsythlodge.com,https://forsythlodge.com/,,,13,,H,
India,Madhya Pradesh,Satpura,,,Forsyth Lodge,"Satpura National Park, No.14/1,  Village Bija Kheri  Sohagpur, Dist., Hoshangabad  Sohagpur",Satpura,461 771,,bookings@forsythlodge.com,https://forsythlodge.com/,,,13,,COM,1
India,Madhya Pradesh,Satpura,,,Forsyth Lodge,"Satpura National Park, No.14/1,  Village Bija Kheri  Sohagpur, Dist., Hoshangabad  Sohagpur",Satpura,461 771,,bookings@forsythlodge.com,https://forsythlodge.com/,,,13,,RIK,
India,Chandigarh,Chandigarh,,,Lemon Tree Hotel,,Chandigarh,,,,,,,13,,H,
India,Maharashtra,Tadoba,,,Royal Tiger Resort,"Chandrapur-Moharli Road,  Moharli",Tadoba,442404,,support@royaltigertadoba.com    ,www.royaltigertadoba.com,,,13,"+91-74474 97818, +91-98817 17818",H,
India,Madhya Pradesh,Bhopal,,,The Hub Street Hotel,"Plot No R-36, Zone-I,   Maharana Pratap Nagar",Bhopal,462011,2558 884/ 85,reservations@thehubstreet.com,http://thehubstreet.com,,755,13,,H,
India,Madhya Pradesh,Pench,,,Pench Jungle Camp,"Tehsil - Kurai, District Seoni  Avarghani",Pench,480 881,"232817, 232843, 232844, 297016",freedom@penchjunglecamp.com pench_camp@yahoo.com,http://www.penchjunglecamp.com,,7695,13,,H,
India,Kerala,Kochi,Abad Hotels and Resorts,,Dutch Bungalow,Napier Street  Fort Cochin,Kochi,682 001,,,https://www.abadhotels.com/fort-kochi-hotel-dutch-bungalow,,,13,,H,
India,Kerala,Kochi,,,Indy Old Court House,Opposite Coastal Police Station  Calvathy Road  Fort Cochin,Kochi,682 001,,info@indyhotels.in,http://indyhotels.in/hotel-indy-old-court-house,,,13,70666 71711,H,
India,Delhi,Delhi,Kaustubh Holidays Tours & Travels Pvt Ltd,,Holiday Inn (Aerocity),Aerocity Access Road  Aerocity  Hospitality District  Asset Area 12,Delhi,110 037,4222 2000,,,,11,13,,WEB,
India,Delhi,Delhi,Kaustubh Holidays Tours & Travels Pvt Ltd,,Holiday Inn (Aerocity),Aerocity Access Road  Aerocity  Hospitality District  Asset Area 12,Delhi,110 037,4222 2000,,,,11,13,,H,
India,Delhi,Delhi,Kaustubh Holidays Tours & Travels Pvt Ltd,,Holiday Inn (Aerocity),Aerocity Access Road  Aerocity  Hospitality District  Asset Area 12,Delhi,110 037,4222 2000,,,,11,13,,ST,7
India,Delhi,Delhi,Kaustubh Holidays Tours & Travels Pvt Ltd,,Holiday Inn (Aerocity),Aerocity Access Road  Aerocity  Hospitality District  Asset Area 12,Delhi,110 037,4222 2000,,,,11,13,,RIK,
India,Delhi,Delhi,Kaustubh Holidays Tours & Travels Pvt Ltd,,Lemon Tree Aerocity,Asset No. 6   IGI Airport Aerocity Hospitality District  ,Delhi,110 037,4423 2323,,,,11,13,,H,
India,Delhi,Delhi,Kaustubh Holidays Tours & Travels Pvt Ltd,,Pride Plaza Hotel Aerocity,"Hospitality District Asset 5A, Aerocity  ",Delhi,110 037,6600 7700,,http://www.pridehotel.com/delhi/new-delhi-aerocity/overview/,,11,13,,ST,8
India,Delhi,Delhi,Kaustubh Holidays Tours & Travels Pvt Ltd,,Pride Plaza Hotel Aerocity,"Hospitality District Asset 5A, Aerocity  ",Delhi,110 037,6600 7700,,http://www.pridehotel.com/delhi/new-delhi-aerocity/overview/,,11,13,,RIK,
India,Delhi,Delhi,Kaustubh Holidays Tours & Travels Pvt Ltd,,Pride Plaza Hotel Aerocity,"Hospitality District Asset 5A, Aerocity  ",Delhi,110 037,6600 7700,,http://www.pridehotel.com/delhi/new-delhi-aerocity/overview/,,11,13,,H,
India,Kerala,Kochi,,,Ginger House Museum Hotel,The Ginger House Building  Jew St  Mattancherry    ,Kochi,682 002,2213400,reservations@museumhotel.in  info@museumhotel.in,http://museumhotel.in,,484,13,,H,
India,Kerala,Kochi,,,Ginger House Museum Hotel,The Ginger House Building  Jew St  Mattancherry    ,Kochi,682 002,2213400,reservations@museumhotel.in  info@museumhotel.in,http://museumhotel.in,,484,13,,COM,2
India,Kerala,Kochi,,,Ginger House Museum Hotel,The Ginger House Building  Jew St  Mattancherry    ,Kochi,682 002,2213400,reservations@museumhotel.in  info@museumhotel.in,http://museumhotel.in,,484,13,,WEB,
India,Kerala,Kochi,,,Forte Kochi,"1/373, Princess St  Fort Nagar  Fort Cochin",Kochi,682 001,270 4800,reservationfk@thepaul.in,http://www.fortekochi.in,,484,13,,H,
India,Maharashtra,Tadoba,V Resorts,,Mahua Tola Tadoba,"Village Adegaon  Tehsil Chimur, District Chandrapur",Tadoba,442 904,,,https://www.vresorts.in/resorts/v-resorts-tadoba,,,13,,H,
India,Maharashtra,Tadoba,V Resorts,,Mahua Tola Tadoba,"Village Adegaon  Tehsil Chimur, District Chandrapur",Tadoba,442 904,,,https://www.vresorts.in/resorts/v-resorts-tadoba,,,13,,RIK,
India,Maharashtra,Tadoba,V Resorts,,Mahua Tola Tadoba,"Village Adegaon  Tehsil Chimur, District Chandrapur",Tadoba,442 904,,,https://www.vresorts.in/resorts/v-resorts-tadoba,,,13,,ST,1
India,Maharashtra,Tadoba,V Resorts,,Mahua Tola Tadoba,"Village Adegaon  Tehsil Chimur, District Chandrapur",Tadoba,442 904,,,https://www.vresorts.in/resorts/v-resorts-tadoba,,,13,,WEB,
India,Madhya Pradesh,Pench,V Resorts,,Mahua Vann Pench,Village Kuppitola  Tehsil Turai  District Seoni,Pench,480 881,,,https://www.vresorts.in/resorts/v-resorts-mahua-vann-pench,,,13,,H,
India,Madhya Pradesh,Pench,V Resorts,,Mahua Vann Pench,Village Kuppitola  Tehsil Turai  District Seoni,Pench,480 881,,,https://www.vresorts.in/resorts/v-resorts-mahua-vann-pench,,,13,,RIK,
India,Madhya Pradesh,Pench,V Resorts,,Mahua Vann Pench,Village Kuppitola  Tehsil Turai  District Seoni,Pench,480 881,,,https://www.vresorts.in/resorts/v-resorts-mahua-vann-pench,,,13,,ST,1
India,Madhya Pradesh,Pench,V Resorts,,Mahua Vann Pench,Village Kuppitola  Tehsil Turai  District Seoni,Pench,480 881,,,https://www.vresorts.in/resorts/v-resorts-mahua-vann-pench,,,13,,WEB,
India,Madhya Pradesh,Bhopal,,,Jehan Numa Retreat,"Near Van Vihar, Dr.Salim Ali Road, Prempura,",Bhopal,462002,660 6600,res.retreat@jnph.in  saleem@jnph.in,www.jehannuma.com/retreat-bhopal/,,755,13,,COM,2
India,Madhya Pradesh,Bhopal,,,Jehan Numa Retreat,"Near Van Vihar, Dr.Salim Ali Road, Prempura,",Bhopal,462002,660 6600,res.retreat@jnph.in  saleem@jnph.in,www.jehannuma.com/retreat-bhopal/,,755,13,,WEB,
India,Madhya Pradesh,Bhopal,,,Jehan Numa Retreat,"Near Van Vihar, Dr.Salim Ali Road, Prempura,",Bhopal,462002,660 6600,res.retreat@jnph.in  saleem@jnph.in,www.jehannuma.com/retreat-bhopal/,,755,13,,H,
India,Madhya Pradesh,Satpura,,,Reni Pani Jungle Lodge,Satpura National Park,Satpura,,,info@renipanijunglelodge.com  aly@renipanijunglelodge.com  sales.cordinator@jehannuma.com  sales.leisure@jehannuma.com,,,,13,9981997714,H,
India,Madhya Pradesh,Satpura,,,Reni Pani Jungle Lodge,Satpura National Park,Satpura,,,info@renipanijunglelodge.com  aly@renipanijunglelodge.com  sales.cordinator@jehannuma.com  sales.leisure@jehannuma.com,,,,13,9981997714,SH,1
India,Madhya Pradesh,Satpura,,,Reni Pani Jungle Lodge,Satpura National Park,Satpura,,,info@renipanijunglelodge.com  aly@renipanijunglelodge.com  sales.cordinator@jehannuma.com  sales.leisure@jehannuma.com,,,,13,9981997714,WEB,
India,Maharashtra,Nagzira,,,Nagzira Nature Camp,Village:Chorkarama  City: Tiroda  District: Gondia     Email us:     Call Us: +91-  +91-,Nagzira,211 011,,nagziranaturecamp1@gmail.com,http://www.nagziranaturecamp.com,,,13,"83808 71850, 85549 76873, 96573 35277, 91670 36314",H,
India,Uttar Pradesh,Bah,,,Mela Kothi - The Chambal Safari Lodge,Mela Kothi Road  Village and P.O. Jarar  District Agra      ,Bah,283 104,,rpsjarar@chambalsafari.com,www.chambalsafari.com,,,13,"99970 66002, 98374 15512",H,
India,Uttar Pradesh,Bah,,,Mela Kothi - The Chambal Safari Lodge,Mela Kothi Road  Village and P.O. Jarar  District Agra      ,Bah,283 104,,rpsjarar@chambalsafari.com,www.chambalsafari.com,,,13,"99970 66002, 98374 15512",COM,1
India,Uttar Pradesh,Bah,,,Mela Kothi - The Chambal Safari Lodge,Mela Kothi Road  Village and P.O. Jarar  District Agra      ,Bah,283 104,,rpsjarar@chambalsafari.com,www.chambalsafari.com,,,13,"99970 66002, 98374 15512",WEB,
India,Madhya Pradesh,Panna,Pugdundee Safaris,,Ken River Lodge,Panna National Park  Village Madla  (1/2 Km from Madla Police Station),Panna,488 001,,,http://www.kenriverlodge.com/,,,13,,H,
India,Madhya Pradesh,Panna,Pugdundee Safaris,,Ken River Lodge,Panna National Park  Village Madla  (1/2 Km from Madla Police Station),Panna,488 001,,,http://www.kenriverlodge.com/,,,13,,ST,1
India,Madhya Pradesh,Panna,Pugdundee Safaris,,Ken River Lodge,Panna National Park  Village Madla  (1/2 Km from Madla Police Station),Panna,488 001,,,http://www.kenriverlodge.com/,,,13,,RIK,
India,Madhya Pradesh,Panna,Pugdundee Safaris,,Ken River Lodge,Panna National Park  Village Madla  (1/2 Km from Madla Police Station),Panna,488 001,,,http://www.kenriverlodge.com/,,,13,,WEB,
India,Madhya Pradesh,Bandhavgarh,Pugdundee Safaris,,Tree House Hideaway,"Umaria-Badhavgarh Road,  Vijarhia  Umaria District",Bandhavgarh,484 661,,,https://www.treehousehideaway.com,,,13,,H,
India,Madhya Pradesh,Satpura,Pugdundee Safaris,,Denwa Backwater Escape,Near Madhai Gate  Sarangpur,Satpura,461 668,,,https://www.denwabackwaterescape.com/,,,13,,COM,2
India,Madhya Pradesh,Satpura,Pugdundee Safaris,,Denwa Backwater Escape,Near Madhai Gate  Sarangpur,Satpura,461 668,,,https://www.denwabackwaterescape.com/,,,13,,H,
India,Madhya Pradesh,Pench,Pugdundee Safaris,,Pench Tree Lodge,"Seoni, Kurai  ",Pench,480 661,,,https://www.penchtreelodge.com/,,,13,,H,
India,Madhya Pradesh,Pench,Pugdundee Safaris,,Pench Tree Lodge,"Seoni, Kurai  ",Pench,480 661,,,https://www.penchtreelodge.com/,,,13,,COM,1
India,Madhya Pradesh,Pench,Pugdundee Safaris,,Pench Tree Lodge,"Seoni, Kurai  ",Pench,480 661,,,https://www.penchtreelodge.com/,,,13,,WEB,
India,Uttar Pradesh,Agra,,,The Coral Country Homestay,"Near Hanuman Mandir,   Dhandhupura Road,  Opp. Shilpgram, Taj Ganj,   Agra",Agra,,,gopal_agra@yahoo.com  vandnapatholia@ymail.com,,,,13,,H,
India,Uttar Pradesh,Agra,,,The Coral Country Homestay,"Near Hanuman Mandir,   Dhandhupura Road,  Opp. Shilpgram, Taj Ganj,   Agra",Agra,,,gopal_agra@yahoo.com  vandnapatholia@ymail.com,,,,13,,ST,4
India,Uttar Pradesh,Agra,,,The Coral Country Homestay,"Near Hanuman Mandir,   Dhandhupura Road,  Opp. Shilpgram, Taj Ganj,   Agra",Agra,,,gopal_agra@yahoo.com  vandnapatholia@ymail.com,,,,13,,RIK,
India,Orissa,Dhenkanal,,,Dhenkanal Palace,"Court Road  Dhenkanal,",Dhenkanal,759 001,92448,,,,94372,13,,H,
India,Orissa,Dhenkanal,,,Dhenkanal Palace,"Court Road  Dhenkanal,",Dhenkanal,759 001,92448,,,,94372,13,,ST,1
India,Orissa,Dhenkanal,,,Dhenkanal Palace,"Court Road  Dhenkanal,",Dhenkanal,759 001,92448,,,,94372,13,,RIK,
India,Orissa,Dhenkanal,,,Dhenkanal Palace,"Court Road  Dhenkanal,",Dhenkanal,759 001,92448,,,,94372,13,,WEB,
India,Rajasthan,Jaisalmer,,,Sonaar Haveli,124-125 Ramgarh Road  ,Jaisalmer,345 001,"252021, 252022",info@sonaarhaveli.com  comments@sonaarhaveli.com,http://sonaarhaveli.com,,2992,13,,H,
India,Orissa,Baliguda,,,Hotel Bivab,Bivab's Nature Abode  Acharya Colony,Baliguda,762 103,,,,,,13,93373 49517,H,
India,Delhi,Delhi,Kaustubh Holidays Tours & Travels Pvt Ltd,,"Hotel Africa Avenue, GK1","B-104, Greater Kailash-1  ",Delhi,110 048,49037777,,,,11,13,,H,
India,Delhi,Delhi,,,Bed & Breakfast at Eleven,"11, Rahim Khan Road  Nizamuddin East  ",Delhi,110 013,24351225,elevendelhi@gmail.com  ajay.anandd@elevendelhi.com,http://www.elevendelhi.com,,11,13,98110 88966,H,
India,Delhi,Delhi,,,G-49 Bed & Breakfast,"G-49, Nizamuddin West",Delhi,110 013,"4737 3400, 4737 3434",bed-breakfast@zaza.co.in  sunderlal@indianinc.com,http://www.bed-breakfast.asia/,,11,13,98110 46680,H,
India,Uttar Pradesh,Varanasi,,,Panchkote Raj Ganges,"B3/95, Shivala, Varanasi, Uttar Pradesh 221001",Varanasi,221001,2275226,info@panchkoterajganges.com,,,542,13,9565846559,H,
India,Karnataka,Gokarna,,,Kahani Paradise,Kahani Paradise Estate Belekan,Gokarna,581 326,9912172,reservations@kahaniparadise.com,https://kahaniparadise.com,,832,13,,H,
India,Karnataka,Gokarna,,,Kahani Paradise,Kahani Paradise Estate Belekan,Gokarna,581 326,9912172,reservations@kahaniparadise.com,https://kahaniparadise.com,,832,13,,SH,2
India,Karnataka,Gokarna,,,Kahani Paradise,Kahani Paradise Estate Belekan,Gokarna,581 326,9912172,reservations@kahaniparadise.com,https://kahaniparadise.com,,832,13,,WEB,
India,Rajasthan,Ghanerao,,,Ghanerao Jungle Lodge,Village Post Ghanerao   Pali,Ghanerao,306 704,,reservations@ghanerao.com,,,,13, 98297 84035,H,
India,Delhi,Delhi,,,Colonel's Retreat,D-418 Defence Colony,Delhi,110 024,4660 4927,colonelsretreat@gmail.com,www.colonelsretreat.com,,11,13,,H,
India,Delhi,Delhi,,,Colonel's Retreat,D-418 Defence Colony,Delhi,110 024,4660 4927,colonelsretreat@gmail.com,www.colonelsretreat.com,,11,13,,ST,4
India,Delhi,Delhi,,,Colonel's Retreat,D-418 Defence Colony,Delhi,110 024,4660 4927,colonelsretreat@gmail.com,www.colonelsretreat.com,,11,13,,WEB,
India,Delhi,Delhi,,,Colonel's Retreat 2,D-264 Defence Colony,Delhi,110 024,,colonelsretreat@gmail.com,https://www.colonelsretreat.com,,,13,,H,
India,Delhi,Delhi,,,Colonel's Retreat At The Airport,"27B SECTOR 23 A, Aditya Enclave  Dwarka  ",Delhi,110 077,2805 0702,colonelsairport@gmail.com,https://www.colonelsretreat.com/at-the-airport-new-delhi/,,11,13,,H,
India,Goa,Goa,,,Casa Susegad,"Orgao, Loutolim  ",Goa,403 718,285 8090,admin@casasusegad.com,http://casasusegad.com/,,832,13,96072 77774,H,
India,Goa,Goa,,,Casa Susegad,"Orgao, Loutolim  ",Goa,403 718,285 8090,admin@casasusegad.com,http://casasusegad.com/,,832,13,96072 77774,ST,6
India,Goa,Goa,,,Casa Susegad,"Orgao, Loutolim  ",Goa,403 718,285 8090,admin@casasusegad.com,http://casasusegad.com/,,832,13,96072 77774,RIK,
India,Goa,Goa,,,Casa Susegad,"Orgao, Loutolim  ",Goa,403 718,285 8090,admin@casasusegad.com,http://casasusegad.com/,,832,13,96072 77774,WEB,
India,Kerala,Cherukattoor,,,Talking Trees Riverside Farmstay,Estate Mukku  Cherukattoor Village  Wayanad,Cherukattoor,670 721,,nitish@talkingtrees.in,http://talkingtrees.in,,,13,95390 99927,H,
India,Karnataka,Bangalore,,,Laika Boutique Stay,"51/24, Rathna Avenue  Richmond Road  ",Bangalore,560 025,,reservation@laikabangalore.in,http://www.laikabangalore.in/,,,13,94828 06630,H,
India,Karnataka,Bangalore,,,Laika Boutique Stay,"51/24, Rathna Avenue  Richmond Road  ",Bangalore,560 025,,reservation@laikabangalore.in,http://www.laikabangalore.in/,,,13,94828 06630,ST,1
India,Karnataka,Bangalore,,,Laika Boutique Stay,"51/24, Rathna Avenue  Richmond Road  ",Bangalore,560 025,,reservation@laikabangalore.in,http://www.laikabangalore.in/,,,13,94828 06630,WEB,
India,Karnataka,Madikeri,,,Victorian Verandaz,"Modur Estate  Kadagadal Post, Via Madikeri  Coorg",Madikeri,571 201,,dthimaiah@yahoo.com  ccthimaiah@yahoo.com,http://www.victorianverandaz.com,,,13,,H,
India,Karnataka,Mysore,,,Laika Heritage Stay,"942, Second Main Rd  NR Mohalla, Lakshmipuram  ",Mysore,570 004,,mysore@laika.in,https://laika.in/mysore/,,,13,98865 23472,H,
India,Maharashtra,Nagzira,,,Asteya Nagzira,"Nagzira Tiger Reserve  Arjuni (Sadak), Jambhali",Nagzira,441 802,,Reservations@asteyasafaris.com,https://www.asteyasafaris.com/asteya-nagzira/,,,13,99670 45098,H,
India,Maharashtra,Nagzira,,,Asteya Nagzira,"Nagzira Tiger Reserve  Arjuni (Sadak), Jambhali",Nagzira,441 802,,Reservations@asteyasafaris.com,https://www.asteyasafaris.com/asteya-nagzira/,,,13,99670 45098,ST,1
India,Maharashtra,Nagzira,,,Asteya Nagzira,"Nagzira Tiger Reserve  Arjuni (Sadak), Jambhali",Nagzira,441 802,,Reservations@asteyasafaris.com,https://www.asteyasafaris.com/asteya-nagzira/,,,13,99670 45098,RIK,
India,Madhya Pradesh,Kanha,,,Flame Of The Forest,"Kuthwahi village  Kanha National Park, Post Office Rata  Mandla District, Madhya Pradesh – 481768  India",Kanha,481768,,"karanmod@gmail.com,  info@flameoftheforest.in,  karan@flameoftheforest.in",,,,13,9669555339,H,
India,Maharashtra,Aurangabad,,,Hotel Green Olive,13/3 Bhagya Nagar   CBS Road  Near Baba Petrol Pump,Aurangabad,431 001," 2329490, 2329185",info@hotelgreenolive.com,https://www.hotelgreenolive.com,,240,13,96044 22333,H,
